Image;code postal;Commune;Nom;Adresse;Contact mail;Contact téléphonique;Site internet;Réseau social Facebook;Réseau social Twitter;Réseau social Youtube;Texte descriptif;Etat;Typologie;Type innovation;XY;Horaires
;75019;Paris 19e;Lieu du design;11 Rue de Cambrai;contact@lelieududesign.com;01 40 41 51 02;http://www.lelieududesign.com;https://www.facebook.com/Le-lieu-du-design-110135835716460/timeline;LeLieuduDesign;;Créé par la Région Ile-de-France à l'automne 2009, le Lieu du Design anime un réseau qui facilite les rapprochements entre les entreprises et les designers. Il offre une gamme diversifiée de prestations utiles à l'accompagnement des projets.;existant;Nouvelles économies et industries;Plateformes, incubateurs;;
;75014;Paris 14e;Pavillon du Lac du Parc Montsouris;20 rue Gazan;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;Appel à idées Pavillons. L’ensemble immobilier est actuellement exploité par la SARL « Restaurant du Pavillon du Lac du Parc Montsouris » en vertu d’une convention d’occupation du domaine public en date de 2002, arrivant prochainement à échéance. Il accueille aujourd’hui une activité de café-restaurant ainsi qu’une activité de réception.;existant;Fabrique du projet;Montages innovants;;
;93200;Saint-Denis;6B;6 QU DE SEINE;;;;;;;L’incubation offre, à chaque entrepreneur, la possibilité d’être accompagné dans le développement de sa start-up et de mener des expérimentations in-situ en interaction avec les publics et l’écosystème du CENTQUATRE-PARIS;existant;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.939494,2.341523;
;75019;Paris 19e;Bd de la Commanderie;19 bd de la commanderie;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.901852,2.385227;
;75010;Paris 10è;Crèche multi-accueil démontable hôpital Saint-Louis;34 Rue de la Grange aux Belles;;;;;;;Crèche démontable qui permet d'utiliser de manière éphémère (quelques années) une emprise particulière. Après la crèche pourrait être installé ailleurs;projet;Nouveaux lieux - nouveaux services;Utilisation éphémère;;
;75018;Paris 18e;Halte-Garderie Caillié;rue Caillié;;;;;;;Crèche pilote dans la démarche écolo crèche généralisé par la suite.;existant;Expérimentation;Experimentation Immeubles résilients et durables;;
;75020;Paris 20e;Kelbongoo;18 rue du Borrégo;;;http://kelbongoo.fr/;https://www.facebook.com/kelbongoo;;;Kelbongoo propose aux parisiens des produits frais à un bon prix en direct des producteurs de Picardie;existant;Nouvelles économies et industries;Nouvelles formes d’économie « plurielle »;;
;75019;Paris 19e;La Philharmonie;221 avenue Jean Jaurès;-;01 44 84 44 84;http://philharmoniedeparis.fr/;https://www.facebook.com/PhilharmoniedeParis;philharmonie;-;La Philharmonie de Paris est un établissement culturel principalement consacré à la musique symphonique, bénéficiant d'un équipement acoustique de haute qualité, mais aussi à la musique de chambre, au jazz ou aux musiques du monde.;existant;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.889306,2.393807;
;75018;Paris 18e;La Recyclerie - Gare d’Ornano;83 boulevard Ornano;contact@larecyclerie.com;01 42 57 58 49;http://www.larecyclerie.com/;https://www.facebook.com/larecyclerie2;LaRe_cyclerie;;Nouveau tiers-lieu situé dans l’ancienne gare Ornano, la Recyclerie encourage les initiatives collaboratives et le Do It Yourself. Ses trois mots d’ordre sont : réduire, réutiliser et recycler. Vous y trouverez un café-cantine, une ferme urbaine et un atelier de bricolage ouverts à tous, afin d’échanger sur les valeurs du développement durable et de l’écologie.;existant;Nouveaux lieux - nouveaux services;Espaces insolites;48.896092,2.345986;
;75014;Paris 14e;L'Accorderie du 14e;6 rue Maurice Bouchor;paris14@accorderie.fr;01 45 43 90 94;http://www.accorderie.fr/paris14/;-;-;-;Les accorderies proposent un système d’échanges de services solidaires entre habitants d’un même territoire. Chaque accordeur met à la disposition des autres ses compétences et savoir-faire, sous la forme d’offres de services. Chaque échange est ensuite comptabilisé dans une banque de temps, chaque accordeur se voyant attribuer un compte avec débit (service rendu) et crédit (service offert).;existant;Nouveaux services;Espaces mutualisés de services;48.825832,2.310239;
;93100;Montreuil;Site EPFIF;19 rue Garibaldi;;;;;;;un restaurant et un réseau de faiseurs. Il occupe;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.855506,2.427023;
;75018;Paris 18e;Site Ordener Poissonniers;Allée d'andrézieux;;;;;;;Extension de Nord Express à étudier;projet;Nouvelles économies et industries;Plateformes, incubateurs;48.892387,2.353236;
;75011;Paris 11e;Superpublic-27e région;4 rue la Vacquerie;info@la27eregion.fr;01 83 62 98 27;http://www.la27eregion.fr/;-;La27eregion;https://www.youtube.com/channel/UCsnXdS8k7q26ViqHshYjavg;Situé dans l’espace de co-working SuperPublic, la 27ème région est un laboratoire de transformation public, un lieu d’expérimentation visant à réfléchir à l’amélioration des politiques publiques et à la façon dont elles sont pensées et mises en œuvre au quotidien.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.857479,2.385536;
;75018;Paris 18e;Tour 31 Avenue de la Porte de Saint-Ouen;31 Avenue Saint-Ouen;;;;;;;"Terrain de l'appel à projet Métropole / Arc de l'innovation. Deux options possibles pour APUI 
1er : la voie d’accès TAM est réalisée au sud de la parcelle. APUI en 2016 sur 724m² le long du périphérique. 
2ème: APUI sur parcelle déduite de l’emprise voie d’accès et sur l’emprise du parking. Voie d’accès plus au nord. Problématique des stationnements à reconstituer si APUI en 2016 ou report après départ Bichat permettant plus de liberté programmatique .";projet;Nouvelles économies et industries;;;
;75013;Paris 13e;3ème pôle bureau activité - ZAC Bédier;avenue Boutroux -angle av de la porte de Vitry;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.8228410721,2.37780141233;
;75012;Paris 12e;École de Bercy;165 rue de Bercy;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1377-ecole-de-bercy-12e.html;;;;APP Parisculteurs. L’école maternelle et élémentaire de Bercy, dans le 12ème arrondissement, met à disposition un toit terrasse directement accessible par les élèves ou accessible par la cour de récréation par un escalier de secours.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75013;Paris 13e;Innovation factory;59 rue Nationale;contact@innovationfcty.fr;01 84 16 99 56;http://www.innovationfcty.fr/;https://www.facebook.com/InnovationFcty/;innovationfcty;-;Situé au cœur du Campus Cluster Paris Innovation, l’Innovation Factory est le premier cluster de l’innovation numérique. Créé pour répondre aux multiples défis du numérique, il réunit start-ups, entreprises et étudiants de la Web School Factory, dans un mélange détonnant et innovant.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.825637,2.367156;
;75013;Paris 13e;Locaux activités op de logements;55 Boulevard Vincent Auriol;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.835197,2.3695209999999998;
;75018;Paris 18e;Logements étudiants et Chercheurs - Chapelle International;;;;;;;;;;Innovation dans les usages;;48.8980237747,2.356797838;
;93200;Saint-Denis;Parc Icade Les Portes de Paris;50 avenue du Président Wilson;;;http://www.icade.fr/references/parcs-icade/icade-portes-paris-aubervilliers-saint-denis-93;;;;"Le Parc Icade Les Portes de Paris s’étend à cheval sur les communes d’Aubervilliers et de Saint-Denis. Il jouit d’une implantation exceptionnelle, aux portes de Paris.
 Il propose près de 70 bâtiments et accueille environ 10 000 salariés. Une vraie ville dans la ville, où est développée une démarche environnementale.";existant;Nouvelles économies et industries;Immobilier productif;48.904447,2.358991;
;75019;Paris 19e;Réinventer Paris -  Ordener;2 bis rue de l'Ourcq;;;http://www.reinventer.paris/fr/sites/1243-ourcq-jaures-19e.html;;;;;projet;Fabrique du projet;Montages innovants;48.887589,2.384683;
;94270;Le Kremlin-Bicêtre;StartUp42;14 rue Voltaire;;;;;;;;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.815888,2.362821;
;75019;Paris 19e;Hôpital Jean Jaurès;9 Sente des Dorées;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1343-hopital-jean-jaures-19e.html;;;;"Établissement privé à but non lucratif, l'hôpital Jean Jaurès accueille des patients en soins de suite et réadaptation et en soins palliatifs. L’hôpital met également à disposition un ensemble de 5 toitures de l’hôpital avec un enjeu fort car les chambres des patients ont une vue sur ces toitures
 Ce site présente un fort enjeu social et de bien-être pour les patients.";projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75018;Paris 18e;Hôtel d'entreprises îlot Binet;Avenue de la porte de Montmartre (voie nouvell)e;;;;;;;;projet;Nouvelles économies et industries;Plateformes, incubateurs;48.9004314506,2.33699101216;
;75013;Paris 13e;Institut du Cerveau et de la Moelle épinière (ICM);47 boulevard Hopital;contact@icm-institute.org;01 57 27 40 00;http://icm-institute.org/fr/;https://www.facebook.com/pages/ICM-Institut-du-Cerveau-et-de-la-Moelle-%C3%A9pini%C3%A8re/384955301529344;icm_institute;-;L’ICM réunit plus de 600 médecins et chercheurs du monde entier, sélectionnés par un comité scientifique d’excellence, qui travaillent ensemble de façon multidisciplinaire dans la recherche fondamentale et clinique. Le bâtiment favorise le travail collaboratif et se voit doté du plus puissant IRM au monde.;existant;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.839222,2.36119;
;93100;Montreuil;MOZINOR;2-20 avenue Salvador Allende;;;;;;;;existant;Nouvelles économies et industries;Plateformes logistiques;48.869697,2.457055;
;75018;Paris 18e;Poste Immo Chapelle;18 boulevard de la Chapelle;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1358-poste-immo-chapelle-18e.html;;;;Le toit terrasse d’un bâtiment technique de Poste Immo est proposé dans le 18ème arrondissement de Paris : 700 m² fortement ensoleillés.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75010;Paris 10e;Crèche collective Philippe de Girard;9 rue Philippe de Girard;;;;;;;Crèche pilote dans la démarche écolo crèche généralisé par la suite.;existant;Expérimentation;Experimentation Immeubles résilients et durables;;
;93200;Saint-Denis;Eurosites;avenue n°1;;;;;;;;existant;Nouvelles économies et industries;;48.938834,2.361609;
;75020;Paris 20e;Frédérick Lemaître;14 rue Frédérick Lemaître;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1349-frederick-lemaitre-20e.html;;;;"Paris Habitat propose le site Frederick Lemaitre/Rigoles/Métra situé dans le 20e arrondissement pour installer un projet d’agriculture urbaine.  Ainsi 2000 m2 situés sur des toitures terrasses de bâtiment bas non accessibles aux locataires, (dalles de parkings et local d’activités) seraient mis à disposition du porteur du projet Parisculteurs; ces surfaces disposants d’accès indépendants.  Le site Lemaitre/ Rigoles / Métra est constitué de 9 immeubles et totalise 735 logements. Des espaces verts dédiés aux résidents sont existants (jardin partagés, jardins d’agréments). L’ensemble immobilier fait l’objet d’un programme de travaux ambitieux comprenant trois volets : un Plan Climat des immeubles, une réhabilitation des logements et la requalification d’espaces extérieurs.";projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75013;Paris 13e;Halle Freyssinet - 1000 start up;55 Boulevard Vincent Auriol;;;http://1000startups.fr/;;;;La halle Freyssinet réaménagée deviendra dès 2017 le plus grand incubateur numérique au monde. Accueillant 1000 start-up innovantes, elle sera également dotée d'un Fablab et d'un restaurant ouvert 24h sur 24;projet;Nouvelles économies et industries;Plateformes, incubateurs;48.835197,2.3695209999999998;
;75012;Paris 12e;Le Spot Multiburo Paris Gare de Lyon;4 place Louis Armand;lesport@multiburo.com;01 72 92 06 60;http://www.lespotmultiburo.com/;https://www.facebook.com/pages/Le-Spot-Multiburo-lieu-de-travail-innovant-pour-entrepreneur-Coworking/149989185182748;MultiburoLeSpot;https://www.youtube.com/user/coworkingMultiburo;Le Spot multiburo Paris réunit différents espaces de co-working qui visent à promouvoir les synergies entre les entreprises, et de favoriser les rencontres et l’entraide, propices à la créativité et à l’innovation.;existant;Innovation sociale et sociétale;Coworking;48.844955,2.373233;
;75019;Paris 19e;Théâtre Paris-Villette;211 avenue Jean Jaurès;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/442cd6bbb65e7840d897d47d46ee34a0;75012;Paris 12e;Ateliers de Paris;30 rue du Faubourg Saint-Antoine;-;-;http://www.ateliersdeparis.com/;https://www.facebook.com/pages/Les-Ateliers-de-Paris/117415041653703;AteliersdeParis;-;Structure d’accompagnement économique au service de la Ville de Paris, les Ateliers servent à la fois d’incubateur d’entreprises, de centre de conseil et d’accompagnement de start-ups et de lieu d’exposition culturel. Ils s’adressent principalement aux diplômés d’écoles d’art appliqué, de la mode et du design.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.852409,2.371634;
;93400;Saint-Ouen;Commune Image;8 RUE GODILLOT;;;;;;;;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.909036,2.340334;
;94300;Vincennes;Coworking Vincennes;11 avenue de Nogent;;;;;;;;existant;Innovation sociale et sociétale;Coworking;48.844539,2.439779;
;75012;Paris 12è;Crèche multi-accueil démontable hôpital Trousseau;9 rue de rambervilliers;;;;;;;Crèche démontable qui permet d'utiliser de manière éphémère (quelques années) une emprise particulière. Après la crèche pourrait être installé ailleurs;projet;Nouveaux lieux - nouveaux services;Utilisation éphémère;;
