IDENT_PVP;N_SQ_CA;NUM_PVP;ADR_ORI;ADR_SUP;TYP_PROT;MOTIVATION
02-0258;2;258;2 place de l'Opéra;38 avenue de l'Opéra, 35 rue du Quatre Septembre, 15-19 rue Louis le Grand;BP;Architecture ordonnancée (lotissement des abords de l'Opéra). Le décret du 29 septembre 1860 relatif à la création du théâtre de l’Opéra a déclaré d’utilité publique la formation autour du monument d’un ensemble de rues nouvelles et la construction sur ces rues de maisons d’un modèle uniforme. En 1868 le type d’architecture prévu par le décret de 1860 a été imposé aux riverains de la partie de la place de l’Opéra située au sud du boulevard des Capucines et aux riverains de l’avenue de l'Opéra entre la place et la rue Louis-le-Grand. Au n°2 place de l'Opéra : hôtel de la société des Dépôts et Comptes courants construit par l'architecte Henri Blondel et formant l'une des deux rotondes d'angle en symétrie amorçant l'avenue de l'Opéra et dont le principe dérive de l'hôtel de Hanovre. Façade inspirée de l'architecture Louis XVI.
02-0571;2;571;46-48 rue d'Argout;;BP;"Ensemble de maisons des XVIIème et XVIIIème siècle présentant des façades composées de deux travées et de quatre étages carrés sur rez-de-chaussée. Au n°46, maison présentant une façade cantonnée par deux chaînes de refends. Au n°48, façade présentant un fruit. Fenêtres à appuis moulurés (à l'exception du premier étage). Ferronneries. Lucarnes maçonnées. Edifices référencés in ""Le quartier Montorgueil Saint-Denis"", étude réalisée par l'association pour la Sauvegarde et la Mise en valeur du Paris historique, 1992"
02-0101;2;101;11 rue du Ponceau;46 rue Guérin-Boisseau;BP;Ancien hôtel particulier daté de la fin du XVIIème siècle traversant la parcelle (une façade au 11 rue du Ponceau une autre au 46 rue Guérin-Boisseau) en pierre de taille. Arcs cintrés de l'entresol surélevés côté rue du Ponceau où la façade comporte 3 travées. Façade presque identique côté rue Guérin-Boisseau mais comportant 4 travées. Bon exemple d'un type rare (existence de deux façades).
02-0061;2;61;23 rue Blondel;236-238 rue Saint-Denis;BP;Immeuble du XVIIIème à l'angle des rues Blondel et Saint-Denis construction en pierre de taille façades néoclassiques avec des fenêtres de grande hauteur et ferronneries d'origine sur l'ancienne cour ouverte sur la rue Blondel construction sur deux niveaux en bois peint
02-0250;2;250;22 rue des Petits Champs;2 rue Chabanais;BP;Maison d'angle de la fin du XVIIIème siècle partie du lotissement de la rue Chabanais par l'entrepreneur Jean-Baptiste Delécluze et les architectes Denis Claude Liégeon Louis Périac et Archanger (rue Chabanais percée vers 1773-1776). Les façades d'une grande sobriété présentent des baies régulières. Elévation de trois étages carrés sur rez-de-chaussée et entresol. Soubassement à l'entresol marqué par de grandes arcatures. Lucarne feunière conservée.
03-0237;3;237;158 rue Saint-Martin;;EPP;Maison à l'alignement ancien présentant une façade composée de deux travées. Garde-corps et belle grille de balcon XIXème sur un bâtiment d'origine plus ancienne. Bâtiment inclus dans le quartier de l'Horloge
02-0039;2;39;130 rue Réaumur;;BP;Immeuble d'angle à rotonde de type commercial à ossature métallique et habillage pierre construit en 1898 par l'architecte Charles de Montarnal. Façade où dominent les baies vitrées scandées par des pilastres à chapiteaux composites ornementée de consoles médaillons frontons en pierre sculptés. Rotonde couverte d'un dôme en attique. Immeuble appartenant au lotissement cohérent de la portion de la rue Réaumur percée à partir de 1895 entre la rue Saint-Denis et la rue Notre-Dame des Victoires constituée d'immeubles à vocation industrielle et commerciale propriétés de commerçants de tissu en gros. Séquence homogène du point de vue de la typologie et de l'époque de construction considérée comme le laboratoire d'expérimentation de l'architecture commerciale et du Concours des Façades de la Ville de Paris instauré à partir de 1897.
03-0355;3;355;236-238 rue Saint-Martin;;BP;Maison d'angle du XVIIIème siècle anciennement à l'enseigne des Trois Croissants présentant une façade en pierre de taille Louis XV composée de deux travées et de quatre étages carrés sur rez-de-chaussée. La façade est bornée par deux chaînes de refends. Fenêtres cintrées encore munies d'appuis de fenêtre en fer forgé et soulignées de bandeaux. Lucarnes de charpente.
02-0470;2;470;148 rue Saint-Denis;;BP;"Maison ancienne présentant une façade composée de quatre travées et de cinq étages carrés sur rez-de-chaussée. Hiérarchisation des étages. Arcades charretière du XVIIème siècle et étages d'époque Restauration. (édifice référencé in ""Le quartier Montorgueil Saint-Denis"", étude réalisée pour l'association pour la Sauvegarde et la Mise en valeur du Paris historique, 1992)"
09-0266;9;266;46 rue de la Victoire;;BP;Remarquable ensemble Restauration particulièrement bien conservé sur rue et sur cour. Les modénatures de la façade sur rue et du porche sont très caractéristiques de la période.
02-0480;2;480;167-169 rue Saint-Denis;;BP;"Deux maisons présentant une façade composée de deux travées chacune et de cinq étages carrés sur rez-de-chaussée. Ferronneries Directoire. (édifice référencé in ""Le quartier Montorgueil Saint-Denis"", étude réalisée pour l'association pour la Sauvegarde et la Mise en valeur du Paris historique, 1992)"
10-0017;10;17;7-23 rue d'Alsace;144 et 146 rue du Faubourg Saint Denis;BP;Bureaux de la Compagnie des Chemins de fer de l Est réalisés en 1887-1888 par l architecte Adrien Gouny. La façade principale, 21 rue d'Alsace, est en pierre-ciment dans un style cossu et académique. La façade arrière donnant sur la rue du faubourg Saint-Denis est en revanche plus fonctionnelle avec ses grandes baies vitrées éclairant largement les bureaux, et démonstrative d'un savoir-faire avec une exubérance des matériaux  (linteaux de fer, de fonte, briques de couleur et de terre cuite) et des couleurs. Pinget et Vivinis ont conçu la menuiserie métallique. Autrefois un pont de fer reliait la Gare de l Est aux bureaux. Au n°146, ancien immeuble de rapport de présentant une façade sur rue de 5 étages dont un en retiré.
02-0365;2;365;181 rue Saint-Denis;;BP;Haute maison à loyer Louis XVI présentant une façade composée de quatre travées et de quatre étages carrés sur entresol et rez-de-chaussée. Appuis sur consoles et garde-corps en fer forgé Louis XVI caractéristiques. Corniche saillante à denticules.
02-0094;2;94;96 rue de Cléry;;BP;Immeuble d'habitation datée du second quart du XVIIIème siècle à l'angle des rues de Cléry et Chénier. Façade sur rue Chénier d'une composition intéressante : partiellement aux travées aveugles fenêtres de taille réduite niche ogivale. Dépendances dans la cour. Dénivellation de la cour s'adaptant aux contraintes du terrain. Escalier ancien documenté à cette adresse.
06-0196;6;196;50 rue Mazarine;;BP;Ensemble cohérent de maisons datées du XVIIème siècle et dont les façades ont été remaniées au XVIIIème siècle et présentent aujourd'hui un aspect néoclassique et des éléments de style Louis XVI et Louis XV. Belle façade d'aspect néoclassique de la fin du XVIIIème siècle ornée de refends. Les appuis portent des garde-corps de style Louis XVI et sont supportés par des consoles plates.
02-0050;2;50;14 rue Gaillon;;BP;"Hôtel particulier dit ""de Veynes"" présentant une façade composée de huit travées et de quatre étages carrés sur rez-de-chaussée (surélévation). Façade en pierre de taille percée de hautes fenêtres et d'une série de quatre arcades en plein cintre englobant l'entresol scandées par des chaînes de refends. Ferronneries XVIIIème. Réalisation exemplaire illustrant la typologie de l'hôtel particulier du XVIIIème siècle."
06-0198;6;198;54 rue Mazarine;;BP;Ensemble cohérent de maisons datées du XVIIème siècle et dont les façades ont été remaniées au XVIIIème siècle et présentent aujourd'hui un aspect néoclassique et des éléments de style Louis XVI et Louis XV. Façade comportant quatre travées présentant des lucarnes anciennes en toiture des gardes-corps en fer forgé et une belle porte du XVIIIème siècle. Ravalement malencontreux au ciment.
02-0013;2;13;16-18 rue Gaillon;;BP;Restaurant Drouant, Immeuble d'angle donnant sur la place Gaillon  en pierre de taille. Aux trois premiers niveaux  Restaurant Drouant ouvert en 1880  lieu de réunion de l'Académie Goncourt depuis 1914  à la façade ornementée en style rocaille. A l'intérieur  escalier en fer forgé et glaces gravées disposées dans les années 20 par Rhulman préservés. Haut lieu de l'histoire littéraire et architecturale  participant à l'ordonnance de la place Gaillon définie sous la Restauration par l'architecte-voyer Louis Visconti.
06-0206;6;206;70 rue Mazarine;;BP;Ensemble cohérent de maisons datées du XVIIème siècle et dont les façades ont été remaniées au XVIIIème siècle et présentent aujourd'hui un aspect néoclassique et des éléments de style Louis XVI et Louis XV. Façade de deux travées ayant conservé des appuis de fenêtre en fer forgé  Louis XVI.
06-0425;6;425;17 rue de Savoie;;BP;Maison d'époque Louis XIV avec porte cochère faisant partie du lotissement de l'hôtel de Nemours par le maître maçon Simon Delespine à partir de 1672.  Aspect actuel : façade en pierre de taille composée de deux travées cantonnée par deux chaînes de refends. Chacun des étages est marqué par un bandeau. Appuis de fenêtre en fer forgé aux deux premiers étages. Lucarnes passantes. Maison à rapprocher par son ordonnancement des n°15 et 19 également construites par Delespine.
16-0071;16;71;15 avenue Perrichont;;BP;Immeuble de rapport réalisé par l'architecte Joachim Richard en 1907. Sa façade combinant la céramique sur des thèmes végétaux et les briques polychromes est un bon exemple du goût décoratif des architectes au début du XXème siècle. La plaque du numéro de rue a été dessinée par Guimard. Les linteaux en grès flammé sont de Gentil et Bourdet et prennent des formes trilobées ou en anse de panier. L'emploi du béton (Joachim Richard est un élève de d'Anatole de Baudot) a permis ici de désaxer la porte d'entrée par rapport aux étages.
06-0394;6;394;8-8b rue de l'Eperon;;BP;Bâtiment présentant une façade du XVIIIème siècle donnant sur le lycée Fénelon modifié au début du XXème siècle (surélevé épaissi redécoré) le transformant en petit hôtel particulier bourgeois s'ouvrant sur un agréable jardin côté rue de l'Eperon. En cours de travaux en 2004.
16-0076;16;76;61-63 avenue Raymond Poincaré;;BP;Immeuble de rapport de style Art Déco construit par l'architecte Bertrand en 1928. Son aspect est monumental avec un haut portail central surmonté d'un bas-relief de Macrou figurant une exaltation du  travail sous l'égide d'une figure symbolique écartant ses bras protecteurs. Deux aigles hiératiques encadrent la composition. Des boutiques en mosaïques rouges comblent le rez-de-chaussée et enjambent une entrée couverte où alternent de gros piliers orthogonaux et des bacs à sable en mosaïque turquoise et or. A l'autre extrémité s'ouvre une cour intérieure coincée dans un étau de façades ceinturées jusqu'au premier étage de mosaïques diaprées. Un dégradé de vitraux fait vis-à-vis de part et d'autre de l'entrée sur cour. Vitraux Art Déco dans les escaliers murs de la cour revêtus d'un beau décor en carreaux de grès cérame.
